repo_id,repo_node_id,name,owner_user_id,private,fork,archived,disabled,created_at,updated_at,pushed_at,default_branch,language,stargazers_count,watchers_count,forks_count,open_issues_count,extracted_at_utc
103071520,MDEwOlJlcG9zaXRvcnkxMDMwNzE1MjA=,great-expectations/great_expectations,31670619,False,False,False,False,2017-09-11T00:18:46Z,2026-02-03T21:13:03Z,2026-02-03T23:35:14Z,develop,Python,11114,11114,1673,77,2026-02-03T23:37:20.354893+00:00
