repo_id,repo_node_id,name,owner_user_id,private,fork,archived,disabled,created_at,updated_at,pushed_at,default_branch,language,stargazers_count,watchers_count,forks_count,open_issues_count,extracted_at_utc
103071520,MDEwOlJlcG9zaXRvcnkxMDMwNzE1MjA=,great-expectations/great_expectations,31670619,False,False,False,False,2017-09-11T00:18:46Z,2026-02-20T23:21:01Z,2026-02-20T23:49:18Z,develop,Python,11160,11160,1685,68,2026-02-22T06:25:06.362838+00:00
